"","nationality","tags","score","content","content_detail"
"542","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.8","¡°Convenient location¡±","<U+B198>Room for 4 people really small; obviously owner change, Rates have significantly increased<U+B200>Foodcourt right across the streetStayed in July 2017"
"543","Singapore","<U+2022> Business trip<U+2022> People with friends<U+2022> Superior Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°good location, bad smell¡±","<U+B198>toilet smell in the room<U+B200>location is goodStayed in June 2017"
"544","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 6 nights","4.2","¡°if you like no service and tiny rooms go there¡±","<U+B198>most things<U+B200>The rooms had no info in them you had to walk side ways in room very pockie rooms not worth what we paid it would have been the worst hotel we have ever stayed inStayed in June 2017"
"545","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Nice place very clean and near to food market ¡±","<U+B200>Nice place very clean and near to food market Stayed in July 2017"
"546","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 10 nights<U+2022> Submitted via mobile","10","¡°8.5¡±","<U+B198>Ovarall<U+B200>OvarallStayed in July 2017"
"547","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 7 nights","9.6","¡°Cleanliness was nice.¡±","<U+B198>Extra beds/mattresses are not provided.  These should be provided.  Rooms are a little compact.  Microwave in the room would have been helpful.  The reception is on the first level, so you would have to take an elevator or climb steps, which can be a little annoying at times.  Also there is no grandness in the entrance of the hotel.  There is no bellboy/staff service to assist you with the luggage, the same has to be managed on our own.<U+B200>Cleanliness was nice.  View from the room was awesome.  Free mineral water saved a lot of money or effort to go and purchase.  The staff was very courteous and helpful at all times.  A short walking distance from MRT Station was helpful for easy commute.  The entrance to the hotel is very practical, taxi can drop you right at the doorstep.   Luggage carts are provided for transporting luggage within the hotel premises.  Free wifi was helpful.Stayed in July 2017"
"548","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°We were squeezed into a tiny room with 4 people.¡±","<U+B198>We were squeezed into a tiny room with 4 people. We had to pile our luggage on too if each other and when we needed anythung it was complicatedStayed in July 2017"
"549","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Nice staff, clean and neat but too fit¡±","<U+B198>Too fit or small<U+B200>Clean and neatStayed in July 2017"
"550","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.3","¡°Excellent property to stay at, however food for Indians is a...¡±","<U+B198>Staff is not very friendly<U+B200>Excellent property to stay at, however food for Indians is a area of concern. Overall it was a good experience.Stayed in July 2017"
"551","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","4.6","¡°Waiter at restaurant¡±","<U+B198>Toilet is not clean. There is fungus<U+B200>Waiter at restaurantStayed in July 2017"
"552","Japan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°(Nearly) excellent experience unless the slow process for checking in¡±","<U+B198>Slow movement when checked in<U+B200>Nearly excellent experience while we were staying at Destination. Really clean, modern and nice breakfastStayed in July 2017"
"553","Malaysia","<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Swimming pool¡±","<U+B198>Bathroom,water nt strong enough<U+B200>Swimming poolStayed in July 2017"
"554","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°So far so good, everything is OK¡±","<U+B198>The room's price that quite expensive<U+B200>So far so good, everything is OKStayed in July 2017"
"555","Norway","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night","6.3","¡°The hotel was ok, nice kleen rooms.¡±","<U+B198>We booked a family room, but it was way to small for 2 adults and 2 kids. Looked like a small double room, where they had squeeezed in two single beds. Pool nice, however small. In general, the hotel is small. No airport shuttle (but taxi was cheap).<U+B200>The hotel was ok, nice kleen rooms. Delicious food at the in-house restaurant! Close to metro.Stayed in July 2017"
"556","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 5 nights","6.3","¡°food item poor¡±","<U+B198>housekeeping<U+B200>locationStayed in July 2017"
"557","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 1 night","5.0","¡°only room & clean environment¡±","<U+B198>staff--big smiling and polite when seeing western people. No hello, No sorry for the inconvenience caused by them, very new staff i think(must get training again if had already). Even I help them to translate something to guests living in this hotel.I have earlier put remarks when booking 2 family rooms. however, when i have been in this hotel earlier,they didn't arrange rooms earlier as i have requested ( just need 2 rooms near to each other), feedback is that very impolite and no patient.<U+B200>only room & clean environmentStayed in July 2017"
"558","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights","9.6","¡°Great Hotel, stunning price for such a good accomodation.¡±","<U+B200>Great Hotel, stunning price for such a good accomodation.Stayed in June 2017"
"559","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","10","¡°Very nice property ¡±","<U+B200>Awesome property Stayed in June 2017"
"560","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Good place to stay in Singapore¡±","<U+B198>Not very close to hop-on/hop-off bus stops, no airport shuttle, family room is a regular room with extra beds<U+B200>Well maintained, clean, good breakfast, rooftop pool, short walk to metro stationStayed in June 2017"
"561","Czech Republic","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Perfect choice¡±","<U+B200>Good location, excellent breakfastStayed in June 2017"
"562","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Good location, tiny rooms¡±","<U+B198>Room was tiny. A real squeeze for a triple<U+B200>Good location, 5 minute walk from Nicoll Highway station.Stayed in July 2017"
"563","Romania","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.6","¡°The room was ok, MRT station at 250 m, the check in and...¡±","<U+B198>Small room, staff unhelpfull and unfriendly<U+B200>The room was ok, MRT station at 250 m, the check in and check out easy and the view greatStayed in July 2017"
"564","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Good location.¡±","<U+B200>Good location. Near MRT and Food CourtStayed in July 2017"
"565","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Will book this for our next stay in Singapore¡±","<U+B198>The dining room was closed other than breakfast due to renovations This renamed hotel had a large number of unruly families who thought nothing of allowing their children to door crash from room to room long after midnight ...whilst not the hotels fault, they did speak to these guests but it took a number of us barging into their unlocked rooms asking them to stop the screaming and put their children to bedFrom my last visit, they seemed to have made some contracts with a large ethnic group who have little regard for other guestsI hope this will be looked at in the future as I will still gladly stay again<U+B200>A nice no fuss  hotel, easy access to our rooms which were very comfy with an excellent bathroom ....a taxi rank right next door but no issues with the hotel arranging 4 taxis for our transfer to our cruise ship This hotel was a short taxi ride to the hop on hop off bus and other attractions with a supermarket next door....we loved the Asian mall which allowed us to eat with the locals and very good it was tooStayed in June 2017"
"566","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights","7.9","¡°Small but clean comfortable rooms¡±","<U+B198>Small rooms.<U+B200>Clean Rooms, Adequately equipped rooms.Their mattresses were amazing, we slept so comfortably.Stayed in June 2017"
"567","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°Excellent Customer Service! Staff were very helpful!¡±","<U+B198>small space at the reception area<U+B200>The room was spacious compared with other hotels near the center. The bed was comfy & clean! The staff were awesome! They've been very helpful in assisting all our needs.Stayed in July 2017"
"568","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Locations was great, good food centre accross the road,...¡±","<U+B198>Very very small rooms for a family<U+B200>Locations was great, good food centre accross the road, lovely rooftop pool and very good value for money in Singapore Stayed in July 2017"
"569","Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Good and clean hotel, but slow.¡±","<U+B198>1) Elevators. 3 elevators worked individually, so necessary to wait for quite long time and each elevator stops at every floor in the morning.2) Check in and out. There was a long queue also at the lobby and took longer time than other hotels in Singapore.<U+B200>Tasty breakfastStayed in July 2017"
"570","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights","7.9","¡°Very Good location¡±","<U+B198>Body soap and shampoo smell like laundry powder.<U+B200>Beds are comfortable. 5- minute walk to MRT.Stayed in July 2017"
"571","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Great but squishy¡±","<U+B198>Too squashy in room we couldn't walk around beds the four of us were squished together, that was the only problem<U+B200>Everything was clean and nice great areaStayed in July 2017"
