"","nationality","tags","score","content","content_detail"
"643","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Good for business travellers.¡±","<U+B209>Room temperature cannot be set to desired temperature. Hot water for shower took quite sometime to reach desired temperature.<U+B207>Comfortable bed.Stayed in March 2017"
"644","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Good value¡±","<U+B209>The room was crowded & there was limited closet and storage space. No dressers. We pretty much lived out of our suitcases.<U+B207>Though on the 16th floor, we had only short waits for one the 4 elavators (lifts). The room was lovely and we had a great view. The bed was very comfortable.Stayed in April 2017"
"645","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 11 nights<U+2022> Submitted via mobile","7.9","¡°Good mid-range budget hotel-excellent location¡±","<U+B209>More changes to the daily breakfast menu would be great. When you're staying longer than a few days its pretty much the same food each day.<U+B207>The bed was so comfortableStayed in April 2017"
"646","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Clean, comfortable and convenient¡±","<U+B209>Size of room and beds<U+B207>Location, cleanlinessStayed in April 2017"
"647","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","8.8","¡°Good Location - withing walking distance to shopping, restaurants and most importantly, the MRT!¡±","<U+B209>The breakfast is average. But I ain't complaint.<U+B207>The location of the hotel that is walking distance to Bugis Street, Bugis MRT Station, Mustafa Centre, Bugis Junction, Kampung Glam etc.Stayed in April 2017"
"648","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night","9.6","¡°Complimentary late-check out and mobile phone is a bonus surprise in Ibis Bencoolen¡±","<U+B209>small room and toilet, tv's limited channels<U+B207>Complimentary late checkout unti 4pm and mobile phone with 3G data and free callsStayed in April 2017"
"649","Malaysia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","8.3","¡°Great location, hospitality and super comfy!¡±","<U+B209>If there is a swimming pool, the hotel would be a perfect stay for family.<U+B207>The surprise gift for my little daughter!! i know it was for easter and may not cost much, but that small gesture lighted her face! Priceless! Great job, Ibis!! Also, the receptionist named Indra was so thoughtful, he didnt just personally send the gift to my daughter but during our check-in, he asked us if we would like a twin bed instead of 2 single beds! I remember I was booking, i couldnt find the option to do so.Stayed in April 2017"
"650","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Good neighborhood¡±","<U+B207>The room is clean and staffs are helpfullStayed in April 2017"
"651","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","9.6","¡°excellent recipton¡±","<U+B209>tooth brush which is cheap but have to ask to the Hk.<U+B207>excellent reciptonStayed in April 2017"
"652","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.3","¡°This time, I was appreciated by all staffs services.¡±","<U+B209>I didn't see the old man at taxi stand who I met last time. I couldn't remember his name :(<U+B207>This time, I was appreciated by all staffs services. I am still a fan of Ibis Bencoolen.Stayed in April 2017"
"653","Sri Lanka","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Amaizing place for a good value.¡±","<U+B209>A bit of the size of the room.<U+B207>Staff and the location of the hotel.Stayed in April 2017"
"654","Philippines","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Happy traveller¡±","<U+B209>comforter , it was too warm<U+B207>Quiet location, yet easy to accessStayed in April 2017"
"655","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Value for money hotel in the heart of Singapore¡±","<U+B209>Single bed a bit too small. From train station, you pass by backdoors and alleys with dumpsters especially at night or early in the morning.<U+B207>Good breakfast selection! Location was great, too! Very easy to go from hotel to main attractions. Restaurants and cheap shopping area a stone's throw away.Stayed in April 2017"
"656","Singapore","<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","10","¡°i just feel the single bed a bit small.¡±","<U+B209>i just feel the single bed a bit small...other than that, everything is good....Stayed in April 2017"
"657","France","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights","8.3","¡°Great compromise between comfort and price¡±","<U+B209>The decoration was a bit frumpy in the rooms and in the corridors. Typical ibis really, but a bit faded.<U+B207>The breakfast choice, The very comfortable bedStayed in March 2017"
"658","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°I hv a pleasant stay¡±","<U+B209>Pillows r 2 soft<U+B207>Beds r good n cleanStayed in March 2017"
"659","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","9.6","¡°Handy phone provided by the hotel was very helpful¡±","<U+B207>Handy phone provided by the hotel was very helpfulStayed in April 2017"
"660","Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°It was quiet¡±","<U+B207>It was quietStayed in March 2017"
"661","Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights","10","¡°Great location with friendly staff and good facility¡±","<U+B207>Room is large and comfortable. Having all necessary facility in the room. I really like mobile phone provided in the room which I can use it to call back to my country and as mobile wi-fi hot spot. Reception staff was very helpful with my business invoice requirement. Great location, near MRT Bugis station and bus station is in front of the hotel. Don't have to worry about food because there is food center near hotel and 7-11 at the hotel.Stayed in March 2017"
"662","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night","7.1","¡°Good location and you get what you pay for¡±","<U+B209>Stayed at Room 1522. Could hear the lift motor even as the room was far from the lift.<U+B207>Location was excellent, close to MRT and major shopping centres.Stayed in April 2017"
"663","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Bed is comfy.¡±","<U+B207>Bed is comfy.  Location is good ie mrt n shopping area.Stayed in March 2017"
"664","Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Friendly staff and the location was not too far either from...¡±","<U+B209>More variety of channels<U+B207>Friendly staff and the location was not too far either from the MRTStayed in March 2017"
"665","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","8.3","¡°Great location, walking distance to bustling Bugis area. Very good value¡±","<U+B209>The walls were quite thin, we could hear other guests next door.TV was very small, we wish it was bigger.The room size was small but OK for Asians, we can still move around. Western guests might feel more uncomfortable.<U+B207>great location, within walking distance of MRT station, the shops and restaurant at Bugis Junction and the cheap souvenirs of Bugis Street - both fun! Great idea - hotel lends you glass bottles which are refillable with cold still or sparkling water from the bar, all freeClean linens, comfy bed. Many options for bfast - besides the usual hotel fare, the 7-11 next door had some decent pastries, and there are 2 Kopitiams around the corner for a very local fare.Stayed in March 2017"
"666","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.2","¡°Clean, modern and close to transport and city.¡±","<U+B209>No suggestions<U+B207>Very clean, close to the city and transport and modern facilities.Stayed in March 2017"
"667","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Great location and room¡±","<U+B207>Location near market and restaurant. Room quite comfy,has window,clean hotel. Great hotel compare to another same price hotel nearby.Good value for moneyStayed in March 2017"
"668","New Zealand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","7.9","¡°Nice hotel but bad memories¡±","<U+B209>Woken at 4 am by screaming and yelling and banging in next door room. I called front desk who quickly came to sort the issue. I was very frightened. I wished staff had told me once  the offending person had left the room as I would have then been able to relax until morning<U+B207>Nice space in room.Stayed in March 2017"
"669","Hong Kong","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights","7.5","¡°Enjoyable week!¡±","<U+B209>The room is a little bit too small for its price.Not aware there is, if any, a promotional code or discount rate for loyal guests.<U+B207>The location for sure.Stayed in March 2017"
"670","Denmark","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Very helpful staff¡±","<U+B207>Very helpful staffStayed in March 2017"
"671","Indonesia","<U+2022> Leisure trip<U+2022> Family with older children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Would recommend this property ¡±","<U+B209>I booked standard one, the room was very small with smaller bathroom.No bidet for the toilet.The usb outlet was not working.Poor wifi connection and standard tv channel. Also you can hear conversation in corridor loud and clear.<U+B207>The location was perfect, near 2 MRT stations, Bugis market (tons of food stalls!!!), and bus stops.Unlimited water refill and the ice dispenser were nice facilities. The pillow and mattress were comfortable.Clean room.AC and water heater work well.Stayed in March 2017"
"672","Malta","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 5 nights","7.9","¡°Good Stay¡±","<U+B209>the breakfast could have been better<U+B207>Comfortable and many facilities availableStayed in March 2017"
"673","Australia","<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Easy access to everything.¡±","<U+B209>Cost of in house meals are excessive<U+B207>Easy access to everything. Doorman exceedingly helpful with directionsStayed in March 2017"
"674","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 5 nights","5.0","¡°stay at singapore¡±","<U+B209>The room space<U+B207>LocationStayed in March 2017"
"675","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Great hotel, great service¡±","<U+B209>Nothing<U+B207>Couldn't fault the hotel or the service. The guy on the desk who helped us book and print the tickets for the zoo and night safari was especially lovely as was the security person who looked after our bags. The breakfast was excellent as were the restaurant staff.Stayed in March 2017"
